DOI,Title,Matched Columns,Matched keywards
10.1109/AICAS57966.2023.10168555,A 1W8R 20T SRAM Codebook for 20% Energy Reduction in Mixed-Precision Deep-Learning Inference Processor System,"Abstract, IEEE Terms","quantization, quantization"
10.1109/AICAS57966.2023.10168643,MF-DSNN:An Energy-efficient High-performance Multiplication-free Deep Spiking Neural Network Accelerator,"Document Title, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption"
10.1109/AICAS57966.2023.10168564,A Hierarchically Reconfigurable SRAM-Based Compute-in-Memory Macro for Edge Computing,"Abstract, Author Keywords","energy-efficient, edge ai"
10.1109/AICAS57966.2023.10168622,PPT-KP: Pruning Point Training-based Kernel Pruning for Deep Convolutional Neural Networks,"Document Title, Abstract, Author Keywords","pruning, pruning, pruning"
10.1109/AICAS57966.2023.10168583,An Energy-Efficient and Reconfigurable CNN Accelerator Applied To Lung Cancer Detection,"Document Title, Abstract","energy-efficient, energy consumption"
10.1109/AICAS57966.2023.10168569,Live Demonstration: SRAM Compute-In-Memory Based Visual & Aural Recognition System,Abstract,low-power 
10.1109/AICAS57966.2023.10168644,Live Demonstration: A Smart Ring for Continuous Health Data Monitoring Based on Photoplethysmography,IEEE Terms,low-power 
10.1109/AICAS59952.2024.10595968,Analog Features Extractor for Ultra-Low Power Embedded AI Listening and Keyword Spotting,"Document Title, Abstract, Author Keywords","keyword spotting, keyword spotting, keyword spotting"
10.1109/AICAS59952.2024.10595987,On-Device Domain Learning for Keyword Spotting on Low-Power Extreme Edge Embedded Systems,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","low-power , keyword spotting, low-power , microcontrollers , keyword spotting, tinyml, low-power , keyword spotting"
10.1109/AICAS59952.2024.10595961,Hardware-Friendly Lightweight Convolutional Neural Network Derivation at The Edge,Author Keywords,bnn
10.1109/AICAS59952.2024.10595974,HeteroEML: Heterogeneous Design Methodology of Edge Machine Learning on CPU+FPGA Platform,Abstract,tvm
10.1109/AICAS59952.2024.10595928,PF-Training: Parameter Freezing for Efficient On-Device Training of CNN-based Object Detectors in Low-Resource Environments,"Author Keywords, IEEE Terms","model compression, quantization"
10.1109/AICAS59952.2024.10595876,SNN Architecture for Differential Time Encoding Using Decoupled Processing Time,"Abstract, IEEE Terms","quantization, quantization"
10.1109/AICAS59952.2024.10595872,Active Dendrites Enable Efficient Continual Learning in Time-To-First-Spike Neural Networks,Abstract,inference time
10.1109/AICAS59952.2024.10595856,RNN-Based Low Complexity High Speed Channel Estimation Architectures for Vehicular Networks,Abstract,resource-constrained
10.1109/AICAS59952.2024.10595955,Low-Complexity High Speed Residual Network-Augmented Channel Estimation for mmWave Massive MIMO,Abstract,resource-constrained
10.1109/AICAS59952.2024.10595885,An end-to-end RNS CNN Accelerator,Abstract,energy-efficient
10.1109/AICAS59952.2024.10595969,A 28nm 343.5fps/W Vision Transformer Accelerator with Integer-Only Quantized Attention Block,"Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization"
10.1109/AICAS59952.2024.10595881,DualNet: Efficient Integration of Artificial Neural Network and Spiking Neural Network with Equivalent Conversion,"IEEE Terms, IEEE Terms","quantization, energy consumption"
10.1109/AICAS59952.2024.10595953,SPVT: Spiked Pyramid Vision Transformer,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/AICAS59952.2024.10595898,Self-Resetting Magnetic Tunnel Junction Neuron-based Spiking Neural Networks,Abstract,energy-efficient
10.1109/AICAS59952.2024.10595972,Driving Towards Safety: Online PPG-based Drowsiness Detection with TCNs,Abstract,inference time
10.1109/AICAS59952.2024.10595935,Attacking a Joint Protection Scheme for Deep Neural Network Hardware Accelerators and Models,Abstract,low-power 
10.1109/AICAS59952.2024.10595910,A Hybrid Heterogeneous Neural Network Accelerator based on Systolic Array,Abstract,bnn
10.1109/AICAS59952.2024.10595947,A Low-power 3D Point Clouds Matching Processor with 1D-CNN Prediction and CAM-based In-memory kNN Searching,"Document Title, Abstract","low-power , energy-efficient"
10.1109/AICAS59952.2024.10595875,An Area and Energy-Efficient SRAM Based Time - Domain Compute-In-Memory Architecture For BNN,"Document Title, Document Title, Abstract, Author Keywords","energy-efficient, bnn, binary neural networks, bnn"
10.1109/AICAS59952.2024.10595925,TNN-CIM: An In-SRAM CMOS Implementation of TNN-Based Synaptic Arrays with STDP Learning,Abstract,energy-efficient
10.1109/AICAS59952.2024.10595873,An Efficient and Fast Filter Pruning Method for Object Detection in Embedded Systems,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords","pruning, pruning, inference time, pruning, inference time"
10.1109/AICAS59952.2024.10595982,Towards Automated FPGA Compilation of Spiking Neural Networks,Abstract,low-power 
10.1109/AICAS59952.2024.10595865,FPGA-based CNN Acceleration using Pattern-Aware Pruning,"Document Title, Abstract","pruning, pruning"
10.1109/AICAS59952.2024.10595926,An Analog Neural Network for Estimating Sea State or Wave Height from Inertial Sensor Data,Abstract,low-power 
10.1109/AICAS59952.2024.10595889,Characterization of an Analog MAC Cell with Multi-Bit Resolution for AI Inference Accelerators,Abstract,energy-efficient
10.1109/AICAS59952.2024.10595861,Early-Exit with Class Exclusion for Efficient Inference of Neural Networks,Abstract,resource-constrained
10.1109/AICAS59952.2024.10595878,Auditory Anomaly Detection using Recurrent Spiking Neural Networks,Abstract,edge ai
10.1109/AICAS59952.2024.10595975,FlexBits: A Configurable Lightweight RISC-V Micro-architecture for Flexible Bit-Width Execution,Abstract,energy-efficient
10.1109/AICAS59952.2024.10595908,NeuroSORT: A Neuromorphic Accelerator for Spike-based Online and Real-time Tracking,Abstract,low-power 
10.1109/AICAS59952.2024.10595887,A 0.2-pJ/SOP Digital Spiking Neuromorphic Processor with Temporal Parallel Dataflow and Efficient Synapse Memory Compression,"Abstract, Abstract, IEEE Terms","resource-constrained, energy consumption, energy consumption"
10.1109/AICAS59952.2024.10595869,High-Density Digital Neuromorphic Processor with High-Precision Neural and Synaptic Dynamics and Temporal Acceleration,"Abstract, Author Keywords, IEEE Terms","energy consumption, energy-efficient, energy consumption"
10.1109/AICAS59952.2024.10595859,Optimizing Vision Transformers: Leveraging Max and Min Operations for Efficient Pruning,"Document Title, Abstract","pruning, pruning"
10.1109/AICAS59952.2024.10595930,Adaptive Image Downscaling for Rate-Accuracy-Latency Optimization of Task-Target Image Compression,"Document Title, Abstract","latency optimization, latency optimization"
10.1109/AICAS59952.2024.10595939,"Fast, Efficient and Lightweight Compressed Image Super-Resolution Network for Edge Devices","Abstract, IEEE Terms","quantization, quantization"
10.1109/AICAS59952.2024.10595894,Progressive Variable Precision DNN With Bitwise Ternary Accumulation,"Abstract, IEEE Terms","quantization, quantization"
10.1109/AICAS59952.2024.10595938,Energy-Efficient Ternary Multiplier,Document Title,energy-efficient
10.1109/AICAS59952.2024.10595965,Effect of Line Resistance of Passive Memristive Crossbars on Spiking Neural Network Performance,Abstract,low-power 
10.1109/AICAS59952.2024.10595902,A Novel Number Representation and Its Hardware Support for Accurate Low-Bit Quantization on Large Recommender Systems,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","quantization, resource-constrained, quantization, quantization, quantization"
10.1109/AICAS59952.2024.10595895,AdaQAT: Adaptive Bit-Width Quantization-Aware Training,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization"
10.1109/AICAS59952.2024.10595871,HLC: A Hardware-friendly Quantization and Cache-based Accelerator for Transformer,"Document Title, Abstract, Abstract, Abstract, IEEE Terms","quantization, low-power , model compression, quantization, quantization"
10.1109/AICAS59952.2024.10595949,PQDE: Comprehensive Progressive Quantization with Discretization Error for Ultra-Low Bitrate MobileNet towards Low-Resolution Imagery,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","quantization, resource-constrained, quantization, model compression, quantization, quantization"
10.1109/AICAS59952.2024.10595985,SRU-Q: Hardware-friendly Stochastic Rounding Unit-based Gradient Quantization for CNN Training,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization"
10.1109/AICAS59952.2024.10595863,ACC: Adaptive Compression Framework for Efficient On-device CNN Training,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","resource-constrained, quantization, pruning, quantization, pruning, quantization"
10.1109/AICAS59952.2024.10595901,Accelerator Design using 3D Stacked Capacitorless DRAM for Large Language Models,"Abstract, Abstract","quantization, energy consumption"
10.1109/AICAS59952.2024.10595870,Language Modeling on a SpiNNaker2 Neuromorphic Chip,Abstract,energy consumption
10.1109/AICAS59952.2024.10595874,Real Post-Training Quantization Framework for Resource-Optimized Multiplier in LLMs,"Document Title, Abstract, IEEE Terms","quantization, quantization, quantization"
10.1109/AICAS59952.2024.10595950,Accelerate Large Language Model Inference on Edge TPU with OpenVX framework,"Abstract, Abstract, Author Keywords, IEEE Terms","resource-constrained, quantization, quantization, quantization"
10.1109/AICAS59952.2024.10595945,ILD-MPQ: Learning-Free Mixed-Precision Quantization with Inter-Layer Dependency Awareness,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","quantization, edge ai, quantization, edge ai, quantization, edge ai, quantization"
10.1109/AICAS59952.2024.10595956,Q-Segment: Segmenting Images In-Sensor for Vessel-Based Medical Diagnosis,"Abstract, Abstract, Abstract, Author Keywords","low-power , arm cortex-m, inference time, tinyml"
10.1109/AICAS59952.2024.10595922,Microarchitecture Aware Neural Architecture Search for TinyML Devices,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords","tinyml, neural architecture search, tinyml, neural architecture search, nas, neural architecture search"
10.1109/AICAS59952.2024.10595880,An Energy-Efficient Look-up Table Framework for Super Resolution on FPGA,"Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/AICAS59952.2024.10595858,A Calibratable Model for Fast Energy Estimation of MVM Operations on RRAM Crossbars,"Abstract, IEEE Terms, IEEE Terms","energy consumption, quantization, energy consumption"
10.1109/AICAS59952.2024.10595905,TPC-NAS: Simple and Effective Neural Architecture Search Based on Total Path Count,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural architecture search, nas, neural architecture search, nas, neural architecture search, nas"
10.1109/AICAS59952.2024.10595915,Adapting Spatial Transformer Networks Across Diverse Hardware Platforms: A Comprehensive Implementation Study,"Abstract, Abstract, Abstract, Author Keywords","resource-constrained, raspberry pi, inference time, raspberry pi"
10.1109/AICAS59952.2024.10595971,Too-Hot-to-Handle: Insights into Temperature and Noise Hyperparameters for Differentiable Neural-Architecture-Searches,Abstract,resource-constrained
10.1109/AICAS59952.2024.10595909,An Efficient Ventricular Arrhythmias Detection on Microcontrollers with Optimized 1D CNN,"Document Title, Abstract, Abstract","microcontrollers , tinyml, memory usage"
10.1109/AICAS59952.2024.10595931,CS-Net: An End-to-end Network for Motor Imagery Brain-Machine Interface with Adaptive Channel Selection and Compressed Sensing,"Abstract, Abstract","neural architecture search, nas"
10.1109/AICAS59952.2024.10595940,Design and Implementation of an Easy-to-Deploy Energy-Efficient Inference Acceleration System for Multi-Precision Neural Networks,"Document Title, Abstract, Abstract, Abstract, IEEE Terms","energy-efficient, low-power , quantization, energy-efficient, quantization"
10.1109/AICAS59952.2024.10595886,AICAS Grand Challenge 2024: Software and Hardware Co-optimization for General Large Language Model Inference on CPU,"Abstract, Abstract, Author Keywords, IEEE Terms","quantization, pruning, model compression, quantization"
10.1109/EDGE62653.2024.00013,CargoSync: Efficient Containerd Image Updates in Low-Bandwidth Edge Environments with Rsync-based Delta Compression,"Abstract, Author Keywords","resource-constrained, resource-constrained"
10.1109/EDGE62653.2024.00015,Navigator: A Decentralized Scheduler for Latency-Sensitive AI Workflows,IEEE Terms,energy consumption
10.1109/EDGE62653.2024.00017,Concierge: Towards Accuracy-Driven Bandwidth Allocation for Video Analytics Applications in Edge Network,"Abstract, IEEE Terms","edge ai, edge ai"
10.1109/EDGE62653.2024.00019,The Impact of GPU on Containerized Computer Vision Applications on Edge Nodes,"Abstract, Author Keywords","memory usage, raspberry pi"
10.1109/EDGE62653.2024.00022,FedCode: Communication-Efficient Federated Learning via Transferring Codebooks,"Abstract, Abstract, Author Keywords","model compression, pruning, model compression"
10.1109/EDGE62653.2024.00023,Characterizing Deep Learning Model Compression with Post-Training Quantization on Accelerated Edge Devices,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","model compression, quantization, edge ai, resource-constrained, model compression, quantization, edge ai, quantization, quantization"
10.1109/EDGE62653.2024.00024,Classifier Reuse-Based Contrastive Knowledge Distillation,"Document Title, Abstract, Author Keywords","knowledge distillation, knowledge distillation, knowledge distillation"
10.1109/EDGE62653.2024.00027,DONNA: Distributed Optimized Neural Network Allocation on CIM-Based Heterogeneous Accelerators,"Abstract, IEEE Terms","energy consumption, energy consumption"
